id,name,date_end,province,organizer_id,arbiter_id,pairings,rating_type,n_players,n_rounds
202103051,Renert Grand Prix 4,2021-03-21,AB,135072,135072,SS,Q,15,5
202103052,CCS Spring 18 Section B,2021-03-26,AB,172995,102743,SS,Q,13,5
202103053,CCS Spring 18 Section C,2021-03-26,AB,172995,102743,SS,Q,14,5
202103054,CCS Spring 18 Section D,2021-03-26,AB,172995,102743,SS,Q,8,5
202103055,CCS Spring 18 Section E,2021-03-26,AB,172995,102743,SS,Q,11,5
202103056,CCS Spring 18 Section F,2021-03-26,AB,172995,102743,SS,Q,8,5
202103057,Maritime CC Online Rapid 4 Open,2021-03-27,PE,100145,100145,SS,Q,17,5
202103058,Maritime CC Online Rapid 4 U1700,2021-03-27,PE,100145,100145,SS,Q,20,5
202103059,MCA 3rd QR CFC March,2021-03-30,MB,101126,101126,SS,Q,10,4
202104001,CJCC March School Beginner Novice,2021-03-28,AB,172995,102743,SS,Q,18,4
202104002,CJCC March School Intermediate Open,2021-03-28,AB,172995,102743,SS,Q,36,4
202104003,EagleMinds Mar Grand-Pri Open,2021-03-28,ON,161759,161759,SS,Q,6,5
202104004,EagleMinds Mar Grand-Pri U 1200,2021-03-28,ON,161759,161759,SS,Q,8,5
202104005,EagleMinds Mar Grand-Pri U 1600,2021-03-28,ON,161759,161759,SS,Q,16,5
202104006,EagleMinds Mar Grand-Pri U1800,2021-03-28,ON,161759,161759,SS,Q,7,4
202104007,Toronto Sigma 15,2021-03-28,ON,161221,161221,SS,Q,29,5
202104008,The Evgeny Bareev Online 10 3,2021-03-31,AB,171476,171476,SS,Q,41,16
202104009,CCS Spring 19 Section A,2021-04-02,AB,172995,102743,SS,Q,7,5
202104010,CCS Spring 19 Section B,2021-04-02,AB,172995,102743,SS,Q,12,5
202104011,CCS Spring 19 Section C,2021-04-02,AB,172995,102743,SS,Q,10,5
202104012,CCS Spring 19 Section D,2021-04-02,AB,172995,102743,SS,Q,7,5
202104013,CCS Spring 19 Section E,2021-04-02,AB,172995,102743,SS,Q,9,5
202104014,CCS Spring 19 Section F,2021-04-02,AB,172995,102743,SS,Q,10,5
202104015,Thornhill Easter Blitz,2021-04-06,ON,167627,167627,SS,Q,11,10
202104016,EagleMinds Grandpri U1000,2021-03-28,ON,161759,161759,SS,Q,31,5
202104017,CCS Spring 20 Section A,2021-04-09,AB,172995,102743,SS,Q,8,5
202104018,CCS Spring 20 Section B,2021-04-09,AB,172995,102743,SS,Q,15,5
202104019,CCS Spring 20 Section C,2021-04-09,AB,172995,102743,SS,Q,8,5
202104020,CCS Spring 20 Section D,2021-04-09,AB,172995,102743,SS,Q,7,5
202104021,CCS Spring 20 Section E,2021-04-09,AB,172995,102743,SS,Q,10,5
202104022,CCS Spring 20 Section F,2021-04-09,AB,172995,102743,SS,Q,8,5
202104023,Toronto Sigma 16,2021-04-11,ON,161221,161221,SS,Q,18,5
202104024,Thornhill Grand Prix 2,2021-04-13,ON,167627,167627,SS,Q,17,5
202104025,Championnat jeunesse du Québec U10,2021-02-27,QC,157964,134227,SS,Q,18,5
202104026,Championnat jeunesse du Québec U12,2021-02-27,QC,157964,134227,SS,Q,18,5
202104027,Championnat jeunesse du Québec U14,2021-02-27,QC,157964,134227,SS,Q,11,5
202104028,Championnat jeunesse du Québec U16,2021-02-27,QC,157964,134227,SS,Q,9,5
202104029,Championnat jeunesse du Québec U18,2021-02-27,QC,157964,134227,SS,Q,6,6
202104030,Championnat jeunesse du Québec U8,2021-02-27,QC,157964,134227,SS,Q,10,5
202104031,CCS Spring 21 Section A,2021-04-16,AB,172995,102743,SS,Q,6,5
202104032,CCS Spring 21 Section B,2021-04-16,AB,172995,102743,SS,Q,10,5
202104033,CCS Spring 21 Section C,2021-04-16,AB,172995,102743,SS,Q,9,5
202104034,CCS Spring 21 Section D,2021-04-16,AB,172995,102743,SS,Q,6,5
202104035,CCS Spring 21 Section E,2021-04-16,AB,172995,102743,SS,Q,11,5
202104036,CCS Spring 21 Section F,2021-04-16,AB,172995,102743,SS,Q,7,5
202104037,EMC Rapid Open,2021-04-18,ON,135185,135185,SS,Q,19,5
202104038,EMC Rapid U1300,2021-04-18,ON,135185,135185,SS,Q,24,5
202104039,Toronto Sigma 17,2021-04-18,ON,161221,161221,SS,Q,22,5
202104040,Grand Pacific Open Premier,2021-04-19,BC,104186,173123,SS,Q,72,6
202104041,Grand Pacific Open U1400,2021-04-19,BC,104186,173123,SS,Q,64,6
202104042,CCS Spring 22 Section A,2021-04-23,AB,172995,102743,SS,Q,6,4
202104043,CCS Spring 22 Section B,2021-04-23,AB,172995,102743,SS,Q,9,5
202104044,CCS Spring 22 Section C,2021-04-23,AB,172995,102743,SS,Q,11,5
202104045,CCS Spring 22 Section D,2021-04-23,AB,172995,102743,SS,Q,8,5
202104046,CCS Spring 22 Section E,2021-04-23,AB,172995,102743,SS,Q,8,5
202104047,CCS Spring 22 Section F,2021-04-23,AB,172995,102743,SS,Q,9,5
202104048,Maritime CC Online Rapid 5 Open,2021-04-24,PE,100145,100145,SS,Q,18,5
202104049,Maritime CC Online Rapid 5 U1700,2021-04-24,PE,100145,100145,SS,Q,25,5
202104050,2021 MCA April TNT CFC QR,2021-04-27,MB,101126,101126,SS,Q,11,6
202105001,Ch jeunesse du Quebec U10,2021-03-28,QC,157964,134227,SS,Q,25,5
202105002,Ch jeunesse du Quebec U12,2021-03-28,QC,157964,134227,SS,Q,12,5
202105003,Ch jeunesse du Quebec U18,2021-03-28,QC,157964,134227,SS,Q,25,5
202105004,CIC Spring Break,2021-04-17,ON,0,148196,SS,Q,85,7
202105005,CJCC April School Beginner Novice,2021-04-25,AB,172995,102743,SS,Q,11,4
202105006,CJCC April School Intermediate Open,2021-04-25,AB,172995,102743,SS,Q,20,4
202105007,CCS Spring 23 Section A,2021-04-30,AB,172995,102743,SS,Q,8,5
202105008,CCS Spring 23 Section B,2021-04-30,AB,172995,102743,SS,Q,13,5
202105009,CCS Spring 23 Section C,2021-04-30,AB,172995,102743,SS,Q,7,5
202105010,CCS Spring 23 Section D,2021-04-30,AB,172995,102743,SS,Q,9,5
202105011,CCS Spring 23 Section E,2021-04-30,AB,172995,102743,SS,Q,11,5
202105012,CCS Spring 23 Section F,2021-04-30,AB,172995,102743,SS,Q,7,5
202105013,Brantford May 2nd Active,2021-05-02,ON,105731,105731,SS,Q,12,5
202105014,May I Have Another Rapid 13,2021-05-02,ON,167627,167627,SS,Q,20,5
202105015,WRYCC 5th Tournament Advanced,2021-05-02,BC,165179,165179,SS,Q,7,5
202105016,WRYCC 5th Tournament Intermediate,2021-05-02,BC,165179,165179,SS,Q,15,5
202105017,EagleMinds Apr Grand-Pri Open,2021-04-25,ON,161759,161759,SS,Q,9,6
202105018,EagleMinds Apr Grand-Pri U1200,2021-04-25,ON,161759,161759,SS,Q,6,5
202105019,EagleMinds Apr Grand-Pri U1600,2021-04-25,ON,161759,161759,SS,Q,15,5
202105020,EagleMinds Apr Grand-Pri U1800,2021-04-25,ON,161759,161759,SS,Q,8,6
202105021,EagleMinds April Grandpri U1000,2021-04-25,ON,161759,161759,SS,Q,21,5
202105022,CCS Spring 24 Section A,2021-05-07,AB,172995,102743,SS,Q,9,5
202105023,CCS Spring 24 Section B,2021-05-07,AB,172995,102743,SS,Q,9,5
202105024,CCS Spring 24 Section C,2021-05-07,AB,172995,102743,SS,Q,8,5
202105025,CCS Spring 24 Section D,2021-05-07,AB,172995,102743,SS,Q,4,3
202105026,CCS Spring 24 Section E,2021-05-07,AB,172995,102743,SS,Q,12,5
202105027,CCS Spring 24 Section F,2021-05-07,AB,172995,102743,SS,Q,7,5
202105028,CJCC Victoria Beginner Novice,2021-05-08,AB,172995,149964,SS,Q,13,5
202105029,CJCC Victoria Intermediate Open,2021-05-08,AB,172995,149964,SS,Q,16,5
202105030,JtM May Open U1400,2021-05-08,ON,172857,105650,SS,Q,19,5
202105031,JtM May Open,2021-05-08,ON,172857,105650,SS,Q,27,5
202105032,CCS Spring 25 Section A,2021-05-16,AB,172995,102743,SS,Q,8,5
202105033,CCS Spring 25 Section B,2021-05-16,AB,172995,102743,SS,Q,7,5
202105034,CCS Spring 25 Section C,2021-05-16,AB,172995,102743,SS,Q,8,5
202105035,CCS Spring 25 Section D,2021-05-16,AB,172995,102743,SS,Q,8,5
202105036,CCS Spring 25 Section E,2021-05-16,AB,172995,102743,SS,Q,10,5
202105037,March Junior Active 2021,2021-04-12,ON,109477,109477,SS,Q,18,5
202105038,Alpha Junior April Active,2021-04-25,ON,109477,109477,SS,Q,28,5
202105039,Maritime CC Online Rapid 6 Open,2021-05-22,PE,100145,100145,SS,Q,12,5
202105040,Maritime CC Online Rapid 6 U1700,2021-05-22,PE,100145,100145,SS,Q,13,5
202105041,CCS Spring 26 Section A,2021-05-23,AB,172995,102743,SS,Q,9,5
202105042,CCS Spring 26 Section B,2021-05-23,AB,172995,102743,SS,Q,5,5
202105043,CCS Spring 26 Section C,2021-05-23,AB,172995,102743,SS,Q,8,5
202105044,CCS Spring 26 Section D,2021-05-23,AB,172995,102743,SS,Q,7,5
202105045,CCS Spring 26 Section E,2021-05-23,AB,172995,102743,SS,Q,9,5
202105046,Thornhill CC CFC Grand Prix 3,2021-05-23,ON,167627,167627,SS,Q,25,5
202105047,CIC Victoria Day Tournament,2021-05-24,ON,148196,148196,SS,Q,29,6
202105048,MCA 2021 May TNT - Online CFC QR,2021-05-25,MB,101126,101126,SS,Q,9,6
202106001,Le Tournoi du Carnaval Open,2021-02-21,QC,157964,134227,SS,Q,9,6
202106002,Le Tournoi du Carnaval U1400,2021-02-21,QC,157964,134227,SS,Q,8,6
202106003,Le Tournoi du Carnaval U1800,2021-02-21,QC,157964,134227,SS,Q,13,6
202106004,Le Tournoi du Carnaval U2200,2021-02-21,QC,157964,134227,SS,Q,13,6
202106005,AB Youth Chess Championship U10,2021-04-10,AB,135072,102743,SS,Q,31,5
202106006,AB Youth Chess Championship U12,2021-04-10,AB,135072,102743,SS,Q,25,5
202106007,AB Youth Chess Championship U14,2021-04-10,AB,135072,102743,SS,Q,24,5
202106008,AB Youth Chess Championship U16,2021-04-10,AB,135072,102743,SS,Q,12,5
202106009,AB Youth Chess Championship U18,2021-04-10,AB,135072,135072,SS,Q,2,3
202106010,AB Youth Chess Championship U8,2021-04-10,AB,135072,102743,SS,Q,17,5
202106011,Alpha Spring Junior Active U1300,2021-05-30,ON,109477,109477,SS,Q,7,3
202106012,Alpha Spring Junior Active U800,2021-05-30,ON,109477,109477,SS,Q,21,5
202106013,CCS Spring 27 Section A,2021-05-30,AB,172995,102743,SS,Q,8,5
202106014,CCS Spring 27 Section B,2021-05-30,AB,172995,102743,SS,Q,9,5
202106015,CCS Spring 27 Section C,2021-05-30,AB,172995,102743,SS,Q,7,5
202106016,CCS Spring 27 Section D,2021-05-30,AB,172995,102743,SS,Q,9,5
202106017,GM Evgeny Bareev Online Open,2021-05-30,AB,171476,171476,SS,Q,12,19
202106018,GM Evgeny Bareev Online U1700,2021-05-30,AB,171476,171476,SS,Q,24,20
202106019,CJCC May Chess School Interm Open,2021-05-30,AB,172995,102743,SS,Q,13,4
202106020,CJCC May School Beginner & Novice,2021-05-30,AB,172995,102743,SS,Q,13,4
202106021,EagleMinds May Grand-Pri Open,2021-05-30,ON,161759,161759,SS,Q,7,4
202106022,EagleMinds May Grand-Pri U 1200,2021-05-30,ON,161759,161759,SS,Q,9,5
202106023,EagleMinds May Grand-Pri U 1600,2021-05-30,ON,161759,161759,SS,Q,12,5
202106024,EagleMinds May Grandpri U1000,2021-05-30,ON,161759,161759,SS,Q,16,5
202106025,EagleMinds May Grand-Pri U1800,2021-05-30,ON,161759,161759,SS,Q,6,3
202106026,June Quad,2021-06-05,BC,101743,101743,RR,Q,4,1
202106027,CCS Summer 28 Section A,2021-06-06,AB,172995,102743,SS,Q,11,5
202106028,CCS Summer 28 Section B,2021-06-06,AB,172995,102743,SS,Q,18,5
202106029,CCS Summer 28 Section C,2021-06-06,AB,172995,102743,SS,Q,10,5
202106030,CCS Summer 28 Section D,2021-06-06,AB,172995,102743,SS,Q,11,5
202106031,Summer is Here Rapid,2021-06-06,ON,167627,167627,SS,Q,23,5
202106032,EMC Rapid June U1300,2021-06-05,ON,135185,135185,SS,Q,17,5
202106033,CJCC June Beginner Novice,2021-06-12,AB,172995,172995,SS,Q,10,5
202106034,CJCC June Intermediate Open,2021-06-12,AB,172995,172995,SS,Q,24,5
202106035,CCS Summer 29 Section A,2021-06-13,AB,172995,172995,SS,Q,8,5
202106036,CCS Summer 29 Section B,2021-06-13,AB,172995,172995,SS,Q,10,5
202106037,CCS Summer 29 Section C,2021-06-13,AB,172995,172995,SS,Q,10,5
202106038,CCS Summer 29 Section D,2021-06-13,AB,172995,172995,SS,Q,12,5
202106039,2021 Keres Memorial - Premier,2021-05-23,BC,104186,169229,SS,Q,51,6
202106040,2021 Keres Memorial - U1400,2021-05-23,BC,104186,169229,SS,Q,52,6
202106041,2021 Maritime CC Online Rapid #7,2021-06-19,PE,100145,100145,SS,Q,30,5
202106042,L'open québécois de parties rapides,2021-03-14,QC,157964,134227,SS,Q,29,10
202106043,6th Renert GP,2021-04-24,AB,0,135072,SS,Q,17,5
202106044,8th Renert GP,2021-05-15,AB,0,135072,SS,Q,12,5
202106045,CCS Summer 30 Section A,2021-06-20,AB,172995,102743,SS,Q,10,5
202106046,CCS Summer 30 Section B,2021-06-20,AB,172995,102743,SS,Q,7,5
202106047,CCS Summer 30 Section C,2021-06-20,AB,172995,102743,SS,Q,9,5
202106048,CCS Summer 30 Section D,2021-06-20,AB,172995,102743,SS,Q,6,5
202106049,Renert GP Finals,2021-06-20,AB,0,135072,SS,Q,8,6
202106050,Thornhill CFC Grand Prix 4,2021-06-20,ON,167627,167627,SS,Q,24,5
202106051,Toronto CC Sigma 18,2021-06-27,ON,161221,161221,SS,Q,34,5
202106052,2021 June MCA Online CFC QR,2021-06-29,MB,101126,101126,SS,Q,11,4
202107001,L'OPEN DE BLITZ DU CANADA EN LIGNE,2021-04-10,QC,157964,134227,SS,Q,23,11
202107002,EMC Rapid Open,2021-06-05,ON,135185,135185,SS,Q,21,5
202107003,EagleMinds June Grandpri U1000,2021-06-27,ON,161759,161759,SS,Q,26,5
202107004,June EagleMinds Grand-Pri - U1600,2021-06-27,ON,161759,161759,SS,Q,19,5
202107005,June EagleMinds Grandpri -1200,2021-06-27,ON,161759,161759,SS,Q,5,5
202107006,June EaglemMinds Grand-Pri Open-U18,2021-06-27,ON,161759,161759,SS,Q,8,6
202107007,L'open printanier d'échecs Ouverte,2021-04-18,QC,157964,134227,SS,Q,14,5
202107008,L'open printanier d'échecs U1100,2021-04-18,QC,157964,134227,SS,Q,7,5
202107009,L'open printanier d'échecs U1600,2021-04-18,QC,157964,134227,SS,Q,21,5
202107010,2021 BC Adult Chess Championship,2021-06-27,BC,104186,169229,SS,Q,16,5
202107011,2021 BC Senior Chess Championship,2021-06-27,BC,104186,169229,SS,Q,24,5
202107012,CIC End of School Swiss,2021-07-02,ON,0,148196,SS,Q,11,5
202107013,Canada Day Weekend Blitz,2021-07-04,ON,167627,167627,SS,Q,9,8
202107014,NB Active U1600,2021-07-10,NB,103047,100145,SS,Q,13,5
202107015,NB Active,2021-07-10,NB,103047,100145,SS,Q,15,5
202107016,Renert Chess Camp Advanced,2021-07-09,AB,0,135072,SS,R,8,4
202107017,Respect the Sumac,2021-07-12,ON,149970,149970,SS,R,2,10
202107018,CYCC 2021 Online U10 GIRLS,2021-07-03,ON,167893,107391,SS,Q,25,7
202107019,CYCC 2021 Online U10 OPEN,2021-07-03,ON,167893,107391,SS,Q,89,7
202107020,CYCC 2021 Online U12 GIRLS,2021-07-03,ON,167893,107391,SS,Q,14,7
202107021,CYCC 2021 Online U12 OPEN,2021-07-03,ON,167893,107391,SS,Q,70,7
202107022,CYCC 2021 Online U14 GIRLS,2021-07-03,ON,167893,107391,SS,Q,14,7
202107023,CYCC 2021 Online U14 OPEN,2021-07-03,ON,167893,107391,SS,Q,65,7
202107024,CYCC 2021 Online U16 OPEN,2021-07-03,ON,167893,107391,SS,Q,47,7
202107025,CYCC 2021 Online U16-U18 GIRLS,2021-07-03,ON,167893,107391,SS,Q,21,7
202107026,CYCC 2021 Online U18 OPEN,2021-07-03,ON,167893,107391,SS,Q,15,7
202107027,CIC Summer Camp Swiss,2021-07-09,ON,0,148196,SS,Q,59,7
202107028,Renert Chess Camp-Intermediate,2021-07-09,AB,0,135072,SS,Q,12,4
202107029,CIC July 16 Summer,2021-07-16,ON,0,148196,SS,Q,54,7
202107030,EMC July Online Rapid Open,2021-07-17,ON,135185,135185,SS,Q,16,5
202107031,EMC July Rapid Online U1300,2021-07-17,ON,135185,135185,SS,Q,21,5
202107032,July Quad,2021-07-17,BC,104186,101743,RR,Q,4,1
202107033,National Ice Cream Day Rapid,2021-07-18,ON,167627,167627,SS,Q,27,5
202107034,CCS Summer 31 Section A,2021-07-04,AB,172995,102743,SS,Q,7,5
202107035,CCS Summer 31 Section B,2021-07-04,AB,172995,102743,SS,Q,10,5
202107036,CCS Summer 31 Section C,2021-07-04,AB,172995,102743,SS,Q,8,4
202107037,CCS Summer 31 Section D,2021-07-04,AB,172995,102743,SS,Q,6,3
202107038,CIC July 23 Summer Swiss,2021-07-23,ON,148196,148196,SS,Q,47,7
202107039,2021 Maritime Online Rapid 8 Open,2021-07-24,PE,100145,100145,SS,Q,15,5
202107040,2021 Maritime Online Rapid 8 U1700,2021-07-24,PE,100145,100145,SS,Q,16,5
202107041,Evgeny Bareev Online 3,2021-07-25,AB,171476,171476,SS,Q,14,18
202107042,2021 MCA July TNT CFC QR,2021-07-27,MB,101126,101126,SS,Q,13,4
202108001,2021 Alberta Closed,2021-08-02,AB,101737,135072,RR,R,6,1
202108002,CCS Summer 32 Section A,2021-07-11,AB,165985,102743,SS,Q,6,3
202108003,CCS Summer 32 Section B,2021-07-11,AB,165985,102743,SS,Q,9,5
202108004,CCS Summer 32 Section C,2021-07-11,AB,172995,102743,SS,Q,9,5
202108005,CCS Summer 33 Section A,2021-07-25,AB,172995,102743,SS,Q,10,5
202108006,CCS Summer 33 Section B,2021-07-25,AB,172995,102743,SS,Q,7,5
202108007,CCS Summer 33 Section C,2021-07-25,AB,172995,102743,SS,Q,12,5
202108008,CIC July 30 Summer Swiss,2021-07-30,ON,148196,148196,SS,Q,30,7
202108009,CCS Summer 34 Section A,2021-08-01,AB,172995,102743,SS,Q,10,5
202108010,CCS Summer 34 Section B,2021-08-01,AB,172995,102743,SS,Q,8,5
202108011,CCS Summer 34 Section C,2021-08-01,AB,172995,102743,SS,Q,11,5
202108012,Thornhill CC CFC Grand Prix 5,2021-08-02,ON,167627,167627,SS,Q,29,5
202108013,2021 Bobby Fischer Memorial,2021-08-10,AB,105508,135072,SS,R,48,5
202108014,Jung-Doknjas Invitational,2021-08-04,BC,172857,105650,RR,Q,6,2
202108015,CIC August 6 Swiss,2021-08-06,ON,148196,148196,SS,Q,27,7
202108016,CCC 2021 August Rapid,2021-08-09,AB,135072,102345,SS,Q,21,5
202108017,Toronto CFC online Sigma 19,2021-07-11,ON,161221,161221,SS,Q,17,5
202108018,CCS Summer 35 Section A,2021-08-08,AB,172995,102743,SS,Q,15,5
202108019,CCS Summer 35 Section B,2021-08-08,AB,172995,102743,SS,Q,12,5
202108020,CCS Summer 35 Section C,2021-08-08,AB,172995,102743,SS,Q,13,5
202108021,Toronto CFC online Sigma 20,2021-08-08,ON,161221,161221,SS,Q,30,5
202108022,CIC August 13 Tournament,2021-08-13,ON,148196,148196,SS,Q,33,7
202108023,EMC Members only Rapid,2021-08-14,ON,135185,135185,RR,Q,6,1
202108024,CCS Fall 36 Section A,2021-08-15,AB,172995,102743,SS,Q,12,5
202108025,CCS Fall 36 Section B,2021-08-15,AB,172995,102743,SS,Q,10,5
202108026,CCS Fall 36 Section C,2021-08-15,AB,165985,102743,SS,Q,7,5
202108027,CCS Fall 36 Section D,2021-08-15,AB,172995,102743,SS,Q,7,5
202108028,2021 NB Tornado Championship U1700,2021-08-21,NB,103047,103047,SS,R,10,4
202108029,2021 NB Tornado Championship,2021-08-21,NB,103047,103047,SS,R,18,4
202108030,Over 1800,2021-08-22,AB,156393,123727,SS,R,13,5
202108031,Under 1800,2021-08-22,AB,156393,123727,SS,R,29,5
202108032,EagleMinds July Grandpri U1000,2021-07-25,ON,161759,161759,SS,Q,20,5
202108033,OpenU1800 EagleMinds July Grand-Pri,2021-07-25,ON,161759,161759,SS,Q,22,6
202108034,U1200 EagleMinds July Grand-Pri,2021-07-25,ON,161759,161759,SS,Q,7,4
202108035,U1600 EagleMinds July Grand-Pri,2021-07-25,ON,161759,161759,SS,Q,29,5
202108036,EMC Rapid Online,2021-08-19,ON,135185,135185,SS,Q,27,5
202108037,CIC August 20 Rated Swiss,2021-08-20,ON,148196,148196,SS,Q,31,7
202108038,EMC Online Rapid,2021-08-22,ON,135185,135185,SS,Q,31,5
202108039,Thornhill CC 1 Yr Anniversary Rapid,2021-08-22,ON,167627,167627,SS,Q,22,5
202109001,Summer Open 2021,2021-08-26,AB,156393,156393,SS,R,48,12
202109002,Dan Scoones Memorial - Premier,2021-08-15,BC,104186,169229,SS,Q,28,6
202109003,Dan Scoones Memorial - U1200,2021-08-15,BC,104186,169229,SS,Q,33,6
202109004,Dan Scoones Memorial - U1600,2021-08-15,BC,104186,169229,SS,Q,26,6
202109005,CIC August 27 Tournament,2021-08-27,ON,148196,148196,SS,Q,34,7
202109006,Maritime CC Online Rapid 9 Open,2021-08-28,PE,0,100145,SS,Q,12,5
202109007,Maritime CC Online Rapid 9 U1700,2021-08-28,PE,0,100145,SS,Q,10,5
202109008,EagleMinds Aug Grandpri U1000,2021-08-29,ON,161759,161759,SS,Q,21,5
202109009,Open EagleMinds Aug Grand-Pri,2021-08-29,ON,161759,161759,SS,Q,6,3
202109010,U1200 EagleMinds Aug Grand-Pri,2021-08-29,ON,161759,161759,SS,Q,8,5
202109011,U1600 EagleMinds Aug Grand-Pri,2021-08-29,ON,161759,161759,SS,Q,18,5
202109012,U1800 EagleMinds Aug Grand-Pri,2021-08-29,ON,161759,161759,SS,Q,6,4
202109013,2021 MCA August TNT CFC QR,2021-08-31,MB,101126,101126,SS,Q,10,4
202109014,CIC Sept3 Swiss,2021-09-03,ON,148196,148196,SS,Q,30,7
202109015,Thornhill Grand Prix 6,2021-09-05,ON,167627,167627,SS,Q,25,5
202109016,Training Match Mallais-Manley,2021-09-12,NB,136791,136791,SS,R,2,2
202109017,CCS Fall 37 Section A,2021-08-22,AB,172995,102743,SS,Q,8,5
202109018,CCS Fall 37 Section B,2021-08-22,AB,172995,102743,SS,Q,7,5
202109019,CCS Fall 37 Section C,2021-08-22,AB,172995,102743,SS,Q,11,5
202109020,Eric Hansen Classic Open,2021-09-14,AB,172646,135072,SS,R,25,5
202109021,Eric Hansen Emerging Players,2021-09-14,AB,172646,135072,SS,R,29,5
202109022,CCS Fall 38 Section A,2021-08-29,AB,172995,102743,SS,Q,9,5
202109023,CCS Fall 38 Section B,2021-08-29,AB,172995,102743,SS,Q,7,5
202109024,CCS Fall 38 Section C,2021-08-29,AB,172995,102743,SS,Q,9,5
202109025,Edmonton Jr. Regional 2021 Open,2021-09-12,AB,156393,156393,SS,R,12,5
202109026,Edmonton Jr. Regional 2021 U1400,2021-09-12,AB,156393,156393,RR,R,6,1
202109027,CJCC 2021 Back to School Beginner,2021-09-19,AB,172995,135072,SS,Q,10,5
202109028,CJCC 2021 Back to School Novice,2021-09-19,AB,172995,135072,SS,Q,10,5
202109029,CJCC 2021 Back to School Open,2021-09-19,AB,172995,135072,SS,Q,11,5
202109030,CJCC 2021 BacktoSchool Intermediate,2021-09-19,AB,172995,135072,SS,Q,13,5
202109031,Thornhill Fall Rapid,2021-09-19,ON,167627,167627,SS,Q,20,5
202109032,2021 Battle of Alberta,2021-09-04,AB,102345,102345,SS,R,24,2
202109033,2021 RA Fall Open,2021-09-26,ON,106856,106856,SS,R,14,5
202109034,2021 RA Fall U1600,2021-09-26,ON,106856,106856,SS,R,15,5
202109035,2021 RA Fall U1900,2021-09-26,ON,106856,106856,SS,R,11,5
202109036,CCS Fall 39 Section A,2021-09-12,AB,172995,102743,SS,Q,14,5
202109037,CCS Fall 39 Section B,2021-09-12,AB,172995,102743,SS,Q,7,5
202109038,CCS Fall 39 Section C,2021-09-12,AB,172995,102743,SS,Q,10,5
202109039,Maritime CC Online Rapid 10 Open,2021-09-25,PE,100145,100145,SS,Q,13,5
202109040,Maritime CC Online Rapid 10 U1700,2021-09-25,PE,100145,100145,SS,Q,28,5
202109041,2021 September MCA Online CFC QR,2021-09-28,MB,101126,101126,SS,Q,10,4
202110001,Horse & Buggy Open,2021-10-03,ON,110732,111830,SS,R,46,5
202110002,Open-U1800 EagleMinds Sept Grand-Pr,2021-09-26,ON,161759,161759,SS,Q,14,6
202110003,U1000 EagleMinds Sept Grand-Pri,2021-09-26,ON,161759,161759,SS,Q,15,5
202110004,U1600 U1200 EagleMinds Sept Grand-P,2021-09-26,ON,161759,161759,SS,Q,17,5
202110005,Baxted-Magnusson Match,2021-09-29,MB,101126,101126,SS,Q,2,4
202110006,CJCC Thanksgiving Beginner & Novice,2021-10-02,AB,172995,149964,SS,Q,10,5
202110007,CJCC Thanksgiving Intermediate Open,2021-10-02,AB,172995,149964,SS,Q,26,5
202110008,CCS Fall 41 Secion C,2021-10-03,AB,172995,102743,SS,Q,6,4
202110009,CCS Fall 41 Section A,2021-10-03,AB,172995,102743,SS,Q,9,5
202110010,CCS Fall 41 Section B,2021-10-03,AB,172995,102743,SS,Q,6,5
202110011,2021 BC Championship,2021-10-11,BC,103043,104186,SS,R,8,7
202110012,2021 Maritime Open Championship,2021-10-11,PE,100145,100145,SS,R,30,6
202110014,2021 Maritime Rapid Open,2021-10-08,PE,100145,100145,SS,Q,19,5
202110015,2021 Maritime Amateur Open,2021-10-09,PE,100145,100145,SS,Q,15,6
202110016,Caglary Regional Jr Champion U1300,2021-10-09,AB,172995,172302,SS,Q,20,5
202110017,Calgary Regional Junior Champion,2021-10-09,AB,172995,172302,SS,Q,11,5
202110018,2021 Maritime Junior Open,2021-10-10,PE,100145,100145,SS,Q,8,5
202110019,Thornhill Grand Prix Finals Closed,2021-10-11,ON,167627,167627,SS,Q,5,4
202110021,Waterdown Open and U1600,2021-10-17,ON,161759,161759,SS,R,24,5
202110022,Waterdown U1000,2021-10-17,ON,161759,161759,SS,R,28,5
202110023,CCS Fall 42 Section A,2021-10-10,AB,172995,102743,SS,Q,11,5
202110024,CCS Fall 42 Section B,2021-10-10,AB,172995,102743,SS,Q,8,5
202110025,CCS Fall 42 Section C,2021-10-10,AB,172995,102743,SS,Q,7,5
202110026,CCS Winter 43 Section B,2021-10-17,AB,172995,102743,SS,Q,9,5
202110027,CCS Winter 43 Section C,2021-10-17,AB,172995,102743,SS,Q,8,5
202110028,CCS Winter 44 Section A,2021-10-17,AB,172995,102743,SS,Q,10,5
202110029,KW October Active,2021-10-19,ON,106868,106868,SS,Q,25,6
202110030,2021 RA Welcome,2021-10-21,ON,106856,106856,SS,R,49,6
202110031,Edmonton Sectionals 2021,2021-10-24,AB,144013,144013,SS,R,18,5
202110032,Sacrifice Your Opponents Men,2021-10-25,ON,149970,149970,SS,R,2,10
202110033,Renert Choice Friday Div 3-4,2021-10-22,AB,135072,135072,SS,Q,7,4
202110034,Maritime CC Online Rapid 11 Open,2021-10-23,PE,100145,100145,SS,Q,19,5
202110035,Maritime CC Online Rapid 11 U1700,2021-10-23,PE,100145,100145,SS,Q,20,5
202110036,CCS Winter 45 Section A,2021-10-24,AB,172995,102743,SS,Q,10,5
